rank: 100, ratio of 0 vs 1: 3, lambda:3, learning_rate: 0.1
iter time objective_function precision@K = 1, 5, 10
[0,3.4038980377939767e6, 0.05 0.047799999999999995 0.0523],
[1, 1.5042444, 3.4011091795770875e6, 0.132, 0.11120000000000001, 0.09709999999999999],
[2, 2.9940634, 3.3942301101203486e6, 0.512, 0.4472, 0.4151],
[3, 4.502067799, 3.374273310582449e6, 0.562, 0.5136000000000001, 0.49169999999999997],
[4, 6.0417697, 3.3707054866361385e6, 0.581, 0.5177999999999999, 0.4859],
[5, 7.5823662999999994, 3.368207230234994e6, 0.601, 0.548, 0.5133],
[6, 9.1168254, 3.365579361402423e6, 0.633, 0.5512, 0.5151],
[7, 10.650900799, 3.3637519042644296e6, 0.675, 0.5876, 0.5378],
[8, 12.164998199000001, 3.361577895396194e6, 0.649, 0.5926, 0.5566],
[9, 13.686113799000001, 3.3595229102436327e6, 0.66, 0.5993999999999999, 0.5597000000000001],
[10, 15.219425000000001, 3.3582030971175693e6, 0.684, 0.614, 0.5698],
[11, 16.7485266, 3.3571236379329273e6, 0.665, 0.6164, 0.569],
[12, 18.273136999000002, 3.355772295828037e6, 0.67, 0.6132000000000001, 0.5625],
[13, 19.789135099000003, 3.35506096103634e6, 0.681, 0.6294, 0.5848],
[14, 21.303575499000004, 3.353781027754696e6, 0.678, 0.6277999999999999, 0.5847],
[15, 22.829793399000003, 3.3530977328628246e6, 0.676, 0.6262000000000001, 0.5769],
[16, 24.369520200000004, 3.3525011723019313e6, 0.704, 0.6482, 0.5991000000000001],
[17, 25.951249500000003, 3.3521250741254045e6, 0.695, 0.6407999999999999, 0.5919],
[18, 27.464689800000002, 3.3507839992981507e6, 0.707, 0.633, 0.583],
[19, 28.983239899, 3.350493530041272e6, 0.692, 0.6362000000000001, 0.5907],
[20, 30.512945699, 3.3505002344524832e6, 0.672, 0.6214, 0.575],
[21, 32.086453198, 3.3495454800314074e6, 0.709, 0.6376000000000001, 0.5901000000000001],
[22, 33.646873898, 3.349356113149269e6, 0.686, 0.6332000000000001, 0.586],
