rank: 30, ratio of 0 vs 1: 3, lambda:1, learning_rate: 0.4
iter time objective_function precision@K = 1, 5, 10
[0,29312.1538347169, 0.009708737864077669 0.004368932038834952 0.0036407766990291263],
[1, 0.029567, 29275.058612203036, 0.009708737864077669, 0.0033980582524271844, 0.0033980582524271844],
[2, 0.0590626, 29254.671026291267, 0.0024271844660194173, 0.0033980582524271844, 0.004368932038834952],
[3, 0.0887753, 29240.010824715144, 0.012135922330097087, 0.006310679611650486, 0.004368932038834952],
[4, 0.1205763, 29226.54582699187, 0.012135922330097087, 0.007281553398058253, 0.00703883495145631],
[5, 0.154452, 29211.223566882298, 0.009708737864077669, 0.009223300970873786, 0.007524271844660194],
[6, 0.182167599, 29197.275494341706, 0.014563106796116505, 0.012135922330097087, 0.009466019417475728],
[7, 0.21376659800000003, 29183.83325903352, 0.019417475728155338, 0.013592233009708738, 0.012864077669902912],
[8, 0.24131239800000004, 29168.57212336976, 0.019417475728155338, 0.014563106796116505, 0.011650485436893204],
[9, 0.26963069800000006, 29147.74130608867, 0.021844660194174758, 0.015048543689320388, 0.010194174757281554],
[10, 0.2967879970000001, 29130.826004731298, 0.021844660194174758, 0.01407766990291262, 0.012135922330097087],
[11, 0.3263742970000001, 29121.08507355051, 0.024271844660194174, 0.015048543689320388, 0.012864077669902912],
[12, 0.3529900970000001, 29109.917837160723, 0.019417475728155338, 0.01407766990291262, 0.013349514563106795],
[13, 0.38203249700000014, 29095.669241751242, 0.01699029126213592, 0.015533980582524273, 0.01383495145631068],
[14, 0.4125865970000001, 29085.43396304074, 0.01699029126213592, 0.01407766990291262, 0.012621359223300972],
[15, 0.4431669970000001, 29077.44858280802, 0.01699029126213592, 0.016019417475728156, 0.012621359223300972],
[16, 0.4739067970000001, 29068.304543478516, 0.01699029126213592, 0.015048543689320388, 0.012864077669902912],
[17, 0.5045724970000001, 29056.16753192526, 0.014563106796116505, 0.015533980582524273, 0.012378640776699028],
[18, 0.533736897, 29054.36416605097, 0.01699029126213592, 0.016019417475728156, 0.012864077669902912],
[19, 0.565910896, 29042.53770679104, 0.014563106796116505, 0.01407766990291262, 0.012378640776699028],
[20, 0.597443096, 29038.79039443356, 0.01699029126213592, 0.015533980582524273, 0.011650485436893204],
[21, 0.626613396, 29037.424031991868, 0.014563106796116505, 0.014563106796116505, 0.012135922330097087],
[22, 0.656218396, 29033.075980142337, 0.014563106796116505, 0.01407766990291262, 0.011407766990291262],
[23, 0.682104596, 29030.50628895159, 0.014563106796116505, 0.014563106796116505, 0.011650485436893204],
[24, 0.713744096, 29020.621582097083, 0.014563106796116505, 0.01407766990291262, 0.012378640776699028],
[25, 0.741463096, 29014.401033944094, 0.012135922330097087, 0.01407766990291262, 0.012864077669902912],
[26, 0.7700122960000001, 29016.213577295934, 0.012135922330097087, 0.01407766990291262, 0.012135922330097087],
[27, 0.7982341960000001, 29008.02474152834, 0.012135922330097087, 0.015048543689320388, 0.012135922330097087],
[28, 0.8303893960000002, 29015.872285154073, 0.019417475728155338, 0.014563106796116505, 0.012135922330097087],
[29, 0.8643145960000002, 29001.64912527505, 0.019417475728155338, 0.014563106796116505, 0.012378640776699028],
[30, 0.8905137950000002, 29009.48089696427, 0.019417475728155338, 0.015048543689320388, 0.012621359223300972],
[31, 0.9197473960000002, 29001.242965723453, 0.019417475728155338, 0.015533980582524273, 0.012378640776699028],
[32, 0.9476506970000003, 28996.350817082155, 0.019417475728155338, 0.015048543689320388, 0.012378640776699028],
[33, 0.9759230970000002, 28997.547052797403, 0.019417475728155338, 0.015048543689320388, 0.012621359223300972],
[34, 1.0085881970000004, 28994.791574321054, 0.019417475728155338, 0.015533980582524273, 0.012621359223300972],
[35, 1.0375037960000004, 28995.76277936341, 0.019417475728155338, 0.014563106796116505, 0.013106796116504855],
[36, 1.0646019960000004, 28995.4902132699, 0.019417475728155338, 0.01407766990291262, 0.013106796116504855],
[37, 1.0965239960000004, 28997.805041723408, 0.019417475728155338, 0.014563106796116505, 0.012864077669902912],
[38, 1.1258088960000003, 28987.757102346837, 0.019417475728155338, 0.015048543689320388, 0.012864077669902912],
[39, 1.1613137970000003, 28989.663624989324, 0.019417475728155338, 0.014563106796116505, 0.012864077669902912],
[40, 1.1920094960000003, 28991.235733211346, 0.019417475728155338, 0.014563106796116505, 0.012864077669902912],
[41, 1.2227856960000003, 28991.76364089585, 0.019417475728155338, 0.01407766990291262, 0.013106796116504855],
[42, 1.2528758950000003, 28991.756129738515, 0.019417475728155338, 0.014563106796116505, 0.012864077669902912],
[43, 1.2820595960000003, 28993.308770352443, 0.01699029126213592, 0.01407766990291262, 0.012864077669902912],
